plasmid_id,Plasmid_Length,host_taxonomy,ecosystem,Predicted_PCN,PCN,ecosystem_group,MOBF,MOBT,MOBH,MOBC,MOBQ,MOBP2,MOBP3,MOBV,MOBP1,MOBB,Total_mob_genes
IMGPR_plasmid_3300029096_000002,5080,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.931695293,17.75940624,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029096_000007,9211,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.039678349,6.688135907,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029096_000009,6085,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.669275287,13.42950815,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029096_000011,4237,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.849031204,16.27104161,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029096_000013,6081,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.365551274,9.649908213,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029097_000001,5171,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.991878345,18.92306976,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029097_000002,6861,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.260441528,8.587321303,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029097_000003,5495,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.745792413,14.57695242,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029097_000009,4247,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.170305491,22.81475843,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029097_000010,7465,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.152929395,7.61004371,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029097_000011,33433,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.204795948,2.336078274,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029097_000018,3902,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.936640463,17.85240445,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029098_000002,5692,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.219490876,8.202644382,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029098_000005,5520,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.007579138,19.23834632,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029098_000007,4247,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.100190201,21.20217375,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029099_000001,5170,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.971752951,18.52611794,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029099_000002,5670,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.248867943,8.477001255,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029099_000008,4237,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.071512876,20.57451756,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029099_000012,6326,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.541544095,11.69926471,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029099_000015,8465,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.035837508,6.658663629,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029099_000034,12880,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.869805402,5.487033912,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029099_000053,7886,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.459326844,10.69693502,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029099_000055,4561,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.315352046,9.128487982,Human_associated,0,0,0,0,0,0,0,1,0,0,2
IMGPR_plasmid_3300029099_000073,7578,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.252956613,8.515828909,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029099_000140,7685,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.23141117,8.312999038,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029100_000009,33425,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.191649541,2.292507857,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029100_000013,8041,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.144272534,7.535829451,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029100_000022,5141,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.905744964,17.27885567,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029100_000061,2975,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.183105222,23.12154011,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029101_000006,6062,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.672014727,13.46909112,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029101_000007,4247,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.12718007,21.80956738,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029101_000011,4501,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.171150558,22.83489201,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029102_000001,6061,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.835804707,16.0441103,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029102_000003,12567,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.096998417,7.141695228,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029102_000005,5692,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.238244556,8.376856286,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029102_000057,3860,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.126964497,21.80465079,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029103_000006,4225,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.751577065,14.6673208,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029103_000008,3880,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.134607029,21.97960375,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029103_000122,3817,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.19968665,23.52484413,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029104_000002,5802,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.019707118,19.48529103,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029104_000006,5410,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.734471842,14.40160681,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029104_000012,4243,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.055485201,20.23148456,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029104_000014,33402,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.28164477,2.602560237,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029104_000029,4883,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.903122233,17.23097796,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029104_000044,9129,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.209882845,8.114648506,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029104_000055,5318,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.828607337,15.92187793,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029105_000001,5693,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.067498699,20.48808723,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029105_000002,5897,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.724453093,14.24807237,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029105_000003,6472,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.794591856,15.35595181,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029105_000005,4228,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.776304909,15.05956961,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029105_000014,9041,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.254373328,8.529319679,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029105_000022,4187,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.392564595,28.74213106,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029105_000027,3257,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.0028143,19.14214327,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029105_000096,3204,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.020266589,19.49675516,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029106_000002,6082,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.900998436,17.19230015,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029106_000024,9019,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.22375058,8.241928542,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029106_000259,39652,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.130922839,2.098514611,Human_associated,0,0,0,0,0,0,1,0,0,0,1
IMGPR_plasmid_3300029106_000340,3217,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.799483831,5.046525629,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029107_000009,2321,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.008928266,19.26566888,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029107_000020,2315,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.492446178,31.86624615,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029107_000025,6377,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.752603052,14.6834035,Human_associated,0,0,0,0,0,0,0,0,1,0,2
IMGPR_plasmid_3300029107_000050,18408,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.354455161,2.874649322,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029108_000001,5185,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.989625439,18.87823548,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029108_000002,5080,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.931903824,17.76331857,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029108_000003,6836,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.400868287,10.03275182,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029108_000004,5693,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.249001633,8.478268318,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029108_000005,5136,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.890176914,16.99649315,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029108_000008,5652,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.442517531,10.50196087,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029108_000019,3343,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.921036735,17.56051982,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029108_000034,9039,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.250876703,8.496057415,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029108_000063,12618,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.757901116,4.800250555,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029110_000003,2326,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.431972724,29.93761396,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029110_000013,2706,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.076773994,20.68832276,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029110_000030,2622,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.800178214,15.44757769,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029111_000002,5070,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.948080811,18.06932096,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029111_000006,5693,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.226017761,8.262905437,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029111_000011,5667,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.712733002,14.07040674,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029111_000015,2338,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.15523345,22.45851285,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029111_000025,31041,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.11249937,2.041951863,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029111_000027,14574,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.036204833,6.661477365,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029111_000037,6457,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.784535154,15.1922892,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029111_000040,4944,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.918906907,17.52103117,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029111_000041,29561,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.286293506,2.619346577,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029111_000051,8759,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.411787799,10.15388424,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029111_000052,5719,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.67036088,13.44518123,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029111_000055,3885,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.53584857,11.62714132,Human_associated,0,1,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029111_000060,4707,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.602944707,12.50344323,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029111_000065,15421,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.709171703,4.524383752,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029111_000129,8018,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.236366438,8.359261968,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029111_000145,10721,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.811777825,5.121320398,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029112_000005,5497,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.483781929,10.98651094,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029112_000017,3130,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.513655412,11.34999195,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029112_000018,8303,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.528894474,3.613074129,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029112_000019,7274,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.784204662,4.954841954,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029112_000023,5955,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.083978395,7.036377286,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029112_000028,3348,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.964990115,18.39451153,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029112_000068,23319,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.462978378,3.31880342,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029112_000092,4587,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.651756931,13.17892817,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029112_000105,6297,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.935219481,5.925563916,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029112_000156,23673,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.28859143,2.627673123,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029113_000001,5071,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.927838762,17.68719934,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029113_000013,4247,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.80390984,15.50906857,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029113_000025,9052,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.239108828,8.38496394,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029113_000031,4884,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.851127628,16.30728701,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029113_000202,3864,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.039871804,19.90256344,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029114_000001,5077,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.872614244,16.68318598,Human_associated,0,0,0,0,0,0,0,0,1,0,1
