plasmid_id,Plasmid_Length,host_taxonomy,ecosystem,Predicted_PCN,PCN,ecosystem_group,Antitoxin CcdA,Antitoxin DinJ,Antitoxin HigA1,Antitoxin LsoB,Antitoxin MazE,Antitoxin VapB,Antitoxin VapB2,Antitoxin YefM,Antitoxin YobK,Antitoxin YokJ,Antitoxin epsilon,Endoribonuclease toxin MazF,Putative toxin HigB2,Toxin CcdB,Toxin HigB-1,Toxin HigB-2,Toxin PezT,Toxin RTX-I translocation ATP-binding protein,Toxin RelG,Toxin RelK,Toxin YoeB,Toxin zeta,mRNA interferase toxin RelE,mRNA interferase toxin YafQ
IMGPR_plasmid_3300023721_000017,10487,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.046574676,6.741339043,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300023721_000032,6985,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.595005734,12.39666417,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300023721_000138,15056,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.727390684,4.625954848,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300028911_000013,2056,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.449193197,30.47498795,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300028954_000053,36337,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.293704694,2.646269877,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300028969_000003,6039,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.849870881,16.28554981,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300028969_000007,80641,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.881068994,1.413478321,Human_associated,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300028985_000058,5180,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.942230891,17.95809261,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300028988_000022,7404,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.231148175,8.310550084,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300028992_000008,7374,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.279490804,8.771703433,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300028996_000018,89233,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.908162638,1.479762123,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029002_000006,9894,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.335724239,9.336943634,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029007_000030,47263,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.014818876,1.758863655,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029009_000015,7340,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.557272147,11.90057839,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029015_000058,41962,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.189132283,2.284230188,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029018_000003,6061,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.866473537,16.57493145,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029022_000008,4788,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.894570202,17.07573086,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029024_000001,6106,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.823682835,15.83875096,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029026_000001,6039,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.873095228,16.69169336,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029032_000002,6106,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.904575732,17.25749594,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029032_000004,5229,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.929372274,17.71587837,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029032_000009,9284,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.127310827,7.392268177,Human_associated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029034_000017,7387,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.265397469,8.634953434,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029035_000003,6138,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.813544345,15.66889395,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029036_000069,12261,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.064821188,6.883888039,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029037_000072,8354,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.29989885,8.973173613,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029038_000016,7334,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.566232756,12.01669489,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029038_000045,80568,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.79597697,1.216605496,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029041_000004,5569,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.037566163,19.85442514,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029042_000013,12111,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.946821131,6.00637978,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029043_000003,5793,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.846359718,16.22496384,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029044_000008,9575,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.423527664,10.28560099,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029044_000035,13626,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.850587628,5.363557828,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029044_000087,16865,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.734005166,4.663290965,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029046_000004,6085,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.830357017,15.95151173,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029047_000011,5419,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.885662078,16.91542507,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029048_000006,6472,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.787741231,15.24428624,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029050_000008,6472,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.829851192,15.94293939,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029053_000010,7340,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.572439413,12.09773629,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029054_000001,4678,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.0820279,20.80257104,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029055_000013,9036,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.168786318,7.747660721,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029057_000001,6042,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.878896337,16.79462308,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029058_000026,7387,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.257664285,8.560731926,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029059_000016,5211,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.513296136,11.34555571,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029060_000018,14444,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.830804496,5.238903811,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029060_000026,5265,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.978729816,18.66282537,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029060_000045,8533,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.134689767,7.454423263,Human_associated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029066_000006,45716,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.985462612,1.679050959,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IMGPR_plasmid_3300029067_000012,5743,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.912758392,17.40750371,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029074_000033,151076,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.791184941,1.206008868,Human_associated,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029079_000011,5542,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.013738579,19.36338793,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029088_000009,3080,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.402265253,29.03205326,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029095_000007,5796,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.987531154,18.83664836,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029098_000005,5520,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.007579138,19.23834632,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029099_000015,8465,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.035837508,6.658663629,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029102_000001,6061,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.835804707,16.0441103,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029102_000003,12567,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.096998417,7.141695228,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029104_000002,5802,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.019707118,19.48529103,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029105_000003,6472,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.794591856,15.35595181,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029106_000002,6082,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.900998436,17.19230015,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029111_000027,14574,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.036204833,6.661477365,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029111_000041,29561,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.286293506,2.619346577,Human_associated,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
IMGPR_plasmid_3300029111_000145,10721,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.811777825,5.121320398,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029112_000005,5497,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.483781929,10.98651094,Human_associated,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029112_000105,6297,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.935219481,5.925563916,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029114_000092,8357,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.135288877,7.459489908,Human_associated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029116_000001,5780,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.90314258,17.23134891,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029116_000016,5831,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.868164377,16.60467298,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029116_000162,6290,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.905850063,5.725121977,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029117_000002,5780,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.887064334,16.94056472,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029117_000009,9062,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.454164286,10.63670453,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029117_000011,12202,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.905609813,5.723506459,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029118_000003,5780,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.094630572,21.07908041,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029118_000011,6152,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.794547628,15.35522842,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029118_000012,9360,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.069491749,6.920796343,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029119_000002,6144,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.882010827,16.85013065,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029119_000009,12088,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.958242128,6.086858317,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029119_000015,16072,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.555513384,3.737518065,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029120_000009,8135,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.406092487,10.09053993,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029121_000013,6130,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.799452955,15.43565327,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029122_000011,5413,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.658365197,13.27293658,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029124_000005,5503,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.986530302,18.81680474,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029124_000012,7078,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.429258587,10.35046358,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029126_000023,5412,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.708907395,14.01286342,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029126_000043,5752,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.100205114,21.20250486,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029127_000007,5423,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.666983069,13.39647045,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029127_000016,18598,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.428207338,3.171214908,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029127_000022,6405,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.524054865,11.47909526,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
