SeqID,Degree,PCN,Plasmid_Length
NZ_CP097371.1,792,1.027170801,137735
NZ_AP022327.1,398,1.029120485,139450
NZ_LR130546.1,283,1.029812957,112588
NZ_CP057239.1,813,1.031593168,145940
NZ_LR130556.1,357,1.034652036,136397
NZ_CP097628.1,563,1.037847968,205645
NZ_CP039312.1,864,1.042966518,145588
NZ_CP097722.1,614,1.054036972,161324
NZ_CP056308.1,601,1.056644727,232875
NZ_CP116101.1,649,1.058554622,178682
NZ_OW849378.1,508,1.063440318,145050
NZ_CP027613.1,629,1.064689326,191856
NZ_CP027537.1,912,1.069353122,100279
NZ_LR890584.1,385,1.072242898,126908
NZ_LT216439.1,572,1.074074268,214718
NZ_CP038182.1,149,1.07585067,115257
NZ_CP011654.1,196,1.08388216,100873
NZ_CP055399.1,602,1.085534372,121982
NZ_CP044049.1,365,1.091172951,213613
NZ_CP135644.1,168,1.092570468,92285
NZ_CP070072.1,569,1.095894064,136908
NZ_CP024863.1,416,1.099820105,139059
NZ_CP116192.1,203,1.103464288,108072
NZ_CP053018.1,594,1.104845419,220791
NZ_CP023918.1,366,1.107036622,106914
NZ_CP070133.1,999,1.107520439,151845
NZ_CP010345.1,851,1.109792981,100061
NZ_OX460313.1,605,1.125808022,159448
NZ_CP070125.1,845,1.127937741,114213
NZ_CP103658.1,316,1.129685656,131479
NZ_LR130563.1,845,1.131741034,114230
NZ_CP135503.1,675,1.131813315,166109
NZ_CP053755.1,645,1.13366197,80217
NZ_CP021180.1,310,1.135704745,135720
NZ_CP023555.1,911,1.135948209,169145
NZ_CP100526.1,759,1.137315447,121387
NZ_CP103695.1,908,1.142762001,128470
NZ_LR890357.1,552,1.143789947,195539
NZ_CP087665.1,795,1.145464308,141469
NZ_AP025663.1,642,1.148173489,170915
NZ_CP116111.1,500,1.152880671,159559
NZ_CP065839.1,515,1.156139605,144959
NZ_CP136406.1,584,1.160658834,211397
NZ_CP070116.1,569,1.161480684,150643
NZ_CP020519.1,457,1.162578183,120667
NZ_CP070065.1,828,1.166348916,114236
NZ_CP103516.1,827,1.169153835,198645
NZ_CP049840.1,188,1.170249577,91528
NZ_CP100310.1,782,1.171335991,112694
NZ_CP057244.1,768,1.174179698,147532
NZ_CP039320.1,864,1.176659889,145582
NZ_CP135716.1,659,1.177666845,72746
NZ_OX030729.1,511,1.183208575,115409
NZ_CP056400.1,414,1.187507377,179403
NZ_CP024856.1,737,1.191483139,181436
NZ_CP049079.2,840,1.19169616,180962
NZ_CP135459.1,248,1.194753697,76262
NZ_CP056426.1,687,1.195248727,220501
NZ_CP135958.1,434,1.19545271,191500
NZ_CP082078.1,546,1.198556341,142433
NZ_CP063370.1,712,1.199255489,113611
NZ_CP103746.1,907,1.202032454,120324
NZ_CP103509.1,725,1.20435793,111292
NZ_CP083769.1,684,1.206071921,250893
NZ_CP128980.1,865,1.208096481,138779
NZ_CP100598.1,406,1.211711164,122727
NZ_CP082082.1,492,1.213385457,124341
NZ_CP135667.1,623,1.213632443,76366
NZ_CP054237.1,298,1.223683348,131660
NZ_CP070016.1,717,1.228553402,248897
NZ_CP020109.1,596,1.229465124,169952
NZ_CP056410.1,393,1.233069636,145381
NZ_CP070163.1,841,1.235557948,114874
NZ_CP103667.1,304,1.237778138,120788
NZ_CP070171.1,663,1.239173862,118581
NZ_CP082084.1,701,1.239185963,151904
NZ_LR890423.1,773,1.240257084,152399
NZ_AP024571.1,501,1.240505859,220075
NZ_CP103719.1,705,1.253174122,250715
NZ_CP103743.1,444,1.255260608,136642
NZ_OX030731.1,631,1.257432465,100287
NZ_CP057230.1,813,1.26447912,145940
NZ_CP069864.1,824,1.269395974,115574
NZ_CP062205.1,846,1.281129313,144932
NZ_CP069439.1,648,1.281245564,168315
NZ_CP056217.1,515,1.285970372,144961
NZ_OX460319.1,605,1.28741158,159448
NZ_CP056252.1,523,1.289034925,155385
NZ_CP024860.1,773,1.293910491,172588
NZ_CP032832.1,664,1.295427223,399913
NZ_CP097717.1,602,1.295461732,170336
NZ_OW848981.1,241,1.295722111,125197
NZ_CP021871.1,321,1.297514572,134899
NZ_CP123661.1,558,1.298326845,146005
NZ_CP103640.1,666,1.299193382,170849
NZ_CP069502.1,689,1.300449194,77233
NZ_CP069572.1,557,1.300644909,135042
NZ_CP021544.1,557,1.304108851,208223
NZ_CP070083.1,584,1.304220331,208838
NZ_CP020515.1,572,1.307528755,158757
NZ_CP070011.1,649,1.312435935,69565
NZ_CP017721.1,762,1.314853051,280421
NZ_AP024569.1,501,1.315641217,220075
NZ_CP054228.1,431,1.317146364,135461
NZ_CP100314.1,782,1.317728627,112694
NZ_CP135673.1,656,1.318156926,72265
NZ_CP114165.1,702,1.32061184,237760
NZ_AP023435.1,782,1.32093637,130897
NZ_CP014668.1,908,1.322442418,101201
NZ_OX460333.1,605,1.322552557,159448
NZ_CP021737.1,714,1.329932285,117703
NZ_CP077412.1,703,1.331594837,118412
NZ_CP069448.1,836,1.342520884,114237
NZ_CP135692.1,676,1.348388759,160056
NZ_CP014110.1,845,1.3495829,115764
NZ_CP103597.1,522,1.352423674,133650
NZ_CP057221.1,700,1.352687918,147240
NZ_CP021937.1,169,1.354537471,151110
NZ_CP114169.1,702,1.355882119,239010
NZ_CP097229.1,620,1.360770134,390420
NZ_CP053359.1,699,1.362427474,184664
NZ_LR890210.1,690,1.367015679,197166
NZ_CP021713.1,565,1.367625554,208224
NZ_CP033847.1,554,1.368360845,143865
NZ_CP069561.1,639,1.370062878,144098
NZ_CP082063.1,176,1.371487699,87055
NZ_CP049853.1,212,1.372863945,102591
NZ_CP042513.1,705,1.374139703,186249
NZ_CP069523.1,659,1.375448367,67045
NZ_OX460340.1,605,1.377426264,159448
NZ_CP060808.1,757,1.381601498,138721
NZ_CP065610.1,760,1.38452799,97745
NZ_CP032263.1,545,1.384774194,155784
NZ_CP074703.1,172,1.38725015,116496
NZ_OX637965.1,865,1.392313466,123938
NZ_CP026754.1,861,1.394266266,90045
NZ_CP103756.1,840,1.397098885,180962
NZ_CP024852.1,872,1.403973281,167974
NZ_CP056698.1,593,1.40772211,127911
NZ_CP040885.1,919,1.408991804,117590
NZ_CP082101.1,972,1.411411946,113122
NZ_OW967004.1,575,1.413184045,145385
NZ_LR130554.1,733,1.415655466,93927
NZ_CP031793.1,816,1.422536206,141675
NZ_CP116137.1,577,1.423171871,151807
NZ_LR890703.1,608,1.427039109,161308
NZ_CP091654.1,161,1.428190599,128535
NZ_CP070159.1,731,1.430148634,248395
NZ_CP069894.1,443,1.431473649,153221
NZ_CP021834.1,579,1.431750629,212837
NZ_CP018355.1,565,1.433050414,207543
NZ_CP021880.1,759,1.436691,169449
NZ_CP099315.1,336,1.44483863,116191
NZ_CP083881.1,722,1.447404768,159955
NZ_LR890289.1,784,1.448439066,173787
NZ_CP017221.1,826,1.451911089,147225
NZ_CP104666.1,606,1.452286715,131846
NZ_CP072954.1,574,1.452722611,241263
NZ_CP027054.1,606,1.45843423,197872
NZ_CP070073.1,657,1.46210639,68898
NZ_CP056575.1,629,1.464335705,148724
NZ_CP069461.1,230,1.464576362,114299
NZ_CP054233.1,858,1.464706385,129632
NZ_CP032195.1,718,1.468439166,143515
NZ_CP103712.1,875,1.46883691,81007
NZ_CP020072.1,558,1.469347073,209424
NZ_CP116104.1,203,1.469836088,108072
NZ_CP045934.1,602,1.475710733,80987
NZ_CP103975.1,220,1.476519699,104244
NZ_AP024573.1,501,1.479137004,220075
NZ_CP069979.1,754,1.479714978,99190
NZ_CP092862.1,263,1.491354329,246756
NZ_CP080236.1,585,1.492301479,83443
NZ_CP069456.1,574,1.496075657,68946
NZ_CP058119.1,947,1.497415857,223875
NZ_CP083889.1,564,1.498783667,219996
NZ_LR890537.1,328,1.498861154,158162
NZ_CP026201.1,691,1.500790252,100989
NZ_OX637962.1,622,1.503561064,146919
NZ_CP083878.1,726,1.505294067,158041
NZ_CP040070.1,100,1.506347017,82718
NZ_CP103646.1,905,1.511507842,187551
NZ_CP103593.1,288,1.511954323,138020
NZ_CP049082.1,442,1.515118086,143163
NZ_CP013323.1,637,1.516183373,257944
NZ_CP072963.1,582,1.524481908,199350
NZ_CP020510.1,910,1.525825464,118182
NZ_CP020517.1,597,1.528760572,109864
NZ_CP048779.1,699,1.530740786,184553
NZ_CP069454.1,845,1.532325144,114230
NZ_CP032258.1,749,1.533461716,128033
NZ_LR890199.1,350,1.535866834,125802
NZ_CP091867.1,657,1.536388971,180872
NZ_CP103740.1,787,1.536839091,208091
NZ_CP128971.1,750,1.548238802,126291
NZ_CP103480.1,765,1.548379368,143132
NZ_CP033761.1,250,1.551849997,111938
NZ_LR890652.1,591,1.553468451,207369
NZ_CP091774.1,421,1.566644782,109860
NZ_CP082068.1,921,1.571543824,130247
NZ_CP041948.1,709,1.577523266,75307
NZ_CP032397.1,565,1.582054337,329264
NZ_CP103728.1,628,1.582412482,152422
NZ_AP023434.1,595,1.58667453,94605
NZ_CP054215.1,202,1.593009967,89178
NZ_AP025742.1,750,1.596044958,224339
NZ_CP048822.1,815,1.59755575,137410
NZ_CP033799.1,497,1.599805615,130817
NZ_CP031801.1,608,1.599966452,161308
NZ_CP103541.1,752,1.600694806,140210
NZ_LR890301.1,585,1.607195988,70656
NZ_CP091655.1,748,1.608003444,83291
NZ_LR890604.1,778,1.611706001,147870
NZ_CP021752.1,584,1.623319509,209550
NZ_CP015160.1,709,1.624804984,212180
NZ_LR130549.1,584,1.637380643,207198
NZ_LR890327.1,127,1.637422389,98336
NZ_CP021540.1,564,1.642820049,201874
NZ_CP020506.1,718,1.657860294,219979
NZ_CP054220.1,777,1.659576098,128954
NZ_CP021938.1,621,1.660890434,75318
NZ_CP018670.1,651,1.663267334,183432
NZ_CP070151.1,500,1.663605119,136864
NZ_CP128964.1,643,1.665226092,127328
NZ_LR890255.1,608,1.666269539,161308
NZ_CP091869.1,651,1.6683625,180031
NZ_CP082086.1,503,1.676663213,134025
NZ_CP135693.1,685,1.681509138,72904
NZ_CP070049.1,567,1.698513237,69521
NZ_CP070921.1,706,1.709740014,131966
NZ_LR898875.1,770,1.71204932,107967
NZ_CP011990.1,555,1.717877177,162533
NZ_LR890335.1,344,1.721257061,139312
NZ_CP042553.1,718,1.721924314,173758
NZ_LR890271.1,964,1.722591243,118421
NZ_CP091685.1,189,1.72415135,86532
NZ_CP011623.1,654,1.725487068,250396
NZ_CP070097.1,200,1.727556953,104896
NZ_CP136994.1,902,1.735926684,104880
NZ_CP028322.1,510,1.739590806,96272
NZ_CP030780.2,385,1.742348506,80632
NZ_CP021733.1,906,1.74682063,114267
NZ_LR890509.1,825,1.756459335,91228
NZ_CP029744.1,780,1.766795342,117192
NZ_CP016810.1,724,1.770912738,307743
NZ_AP024580.1,501,1.777351964,220075
NZ_CP091658.1,881,1.782554884,137247
NZ_CP020117.1,292,1.788999888,107210
NZ_LR890467.1,682,1.789344578,160530
NZ_CP091705.1,199,1.789513772,100940
NZ_CP091692.1,339,1.789544647,154958
NZ_CP028321.1,836,1.799868921,114229
NZ_CP038338.1,806,1.811941575,119161
NZ_CP048648.1,851,1.813858195,126964
NZ_CP085057.1,146,1.813930758,118805
NZ_CP048390.1,785,1.82902793,205754
NZ_CP083884.1,841,1.832604293,164740
NZ_CP130062.1,646,1.838187342,150284
NZ_CP135698.1,688,1.838747807,160742
NZ_CP135686.1,907,1.848155881,123440
NZ_CP091666.1,692,1.84930585,158848
NZ_OW969877.1,731,1.850846116,158488
NZ_CP091672.1,572,1.85368073,224424
NZ_LR890290.1,699,1.859584197,62174
NZ_CP135723.1,536,1.862772935,93037
NZ_LR890300.1,682,1.866604999,160467
NZ_CP135657.1,584,1.871559719,160382
NZ_LR890328.1,585,1.876340944,70656
NZ_CP032226.1,668,1.880590657,85410
NZ_CP011610.1,762,1.885465251,135117
NZ_CP073792.1,787,1.889485426,155175
NZ_CP116183.1,696,1.890243063,103383
NZ_CP135054.1,508,1.893485093,79375
NZ_CP069499.1,842,1.898501929,118909
NZ_LR890694.1,830,1.904850355,112822
NZ_CP085064.1,548,1.905329629,133958
NZ_LR890406.1,151,1.92522172,97983
NZ_CP047577.1,713,1.926710887,178137
NZ_CP038385.1,703,1.929376796,80565
NZ_CP116147.1,728,1.930516134,82763
NZ_CP103530.1,651,1.935322866,133836
NZ_AP023314.1,881,1.946950898,99131
NZ_CP135647.1,714,1.951299118,147576
NZ_CP026175.1,846,1.954334649,172259
NZ_LR890607.1,252,1.95593292,126618
NZ_CP033629.1,699,1.961111478,67867
NZ_CP103763.1,428,1.96532573,128773
NZ_OX637960.1,775,1.985475102,162859
NZ_CP042483.1,656,1.987258586,208956
NZ_CP082069.1,574,1.993989809,68931
NZ_CP032202.1,324,2.005885518,140509
NZ_CP128920.1,560,2.021884654,63805
NZ_CP029734.1,667,2.034443477,76953
NZ_CP103634.1,867,2.035406456,151676
NZ_CP085075.1,686,2.037894493,134984
NZ_CP024888.1,687,2.043882129,76754
NZ_CP135654.1,171,2.048184162,97567
NZ_CP049078.2,608,2.054438375,70739
NZ_CP020508.1,695,2.06185726,224208
NZ_AP024577.1,501,2.062885245,220075
NZ_CP013657.1,635,2.068976134,143748
NZ_CP055452.1,707,2.079593698,244871
NZ_OW848786.1,576,2.091769784,109001
NZ_CP091693.1,573,2.093005905,68938
NZ_OW849065.1,691,2.101481721,146311
NZ_CP128952.1,678,2.111735063,168269
NZ_CP135681.1,255,2.117504722,119515
NZ_CP026241.1,763,2.117979466,200651
NZ_CP129388.1,699,2.127902296,50239
NZ_CP103545.1,553,2.167310483,132824
NZ_CP021690.1,561,2.179670468,163045
NZ_CP042519.1,728,2.182844133,176400
NZ_OW970375.1,596,2.199926035,215903
NZ_CP043219.1,638,2.202096817,94175
NZ_CP070067.1,416,2.214157947,123092
NZ_AP023301.1,841,2.217986317,131843
NZ_CP021536.1,624,2.219255839,244955
NZ_CP021711.1,718,2.22261053,78638
NZ_AP023307.1,841,2.229932925,131843
NZ_CP055331.1,833,2.258149712,180534
NZ_CP042480.1,728,2.262793534,176400
NZ_CP135659.1,732,2.271902337,229583
NZ_CP135720.1,113,2.278816302,114077
NZ_CP055367.1,372,2.279576176,103996
NZ_CP083797.1,591,2.285646612,283677
NZ_CP135710.1,847,2.305248331,98339
NZ_CP103757.1,608,2.309226833,70739
NZ_CP021684.1,634,2.328117641,84929
NZ_CP027385.1,590,2.344848526,118259
NZ_CP007736.1,529,2.352353374,113440
NZ_CP065971.1,841,2.360847347,128137
NZ_OX030703.1,185,2.427996805,88990
NZ_LR890510.1,589,2.449638808,69018
NZ_CP085061.1,654,2.454843843,161701
NZ_CP023948.1,700,2.462692815,219350
NZ_CP031804.1,585,2.463905499,70656
NZ_CP050710.1,718,2.466539042,90315
NZ_AP023454.1,597,2.480330536,93470
NZ_CP091706.1,643,2.492945101,69395
NZ_CP038413.1,819,2.514114897,121214
NZ_CP103466.1,261,2.55083822,122603
NZ_CP045953.1,798,2.565846943,144821
NZ_CP083867.1,682,2.566053168,224320
NZ_CP085070.1,547,2.569112398,146039
NZ_LR890706.1,585,2.578044911,70656
NZ_CP034048.1,708,2.626228865,76757
NZ_CP040995.1,733,2.659912653,105919
NZ_CP041027.1,629,2.665919402,190723
NZ_CP128973.1,722,2.694277493,76859
NZ_CP091699.1,603,2.70368524,58919
NZ_CP048311.1,772,2.705728725,170395
NZ_CP045943.1,655,2.822542158,83548
NZ_CP128257.1,781,2.823821708,85979
NZ_CP048381.1,686,2.884494446,164790
NZ_CP074705.1,693,2.898911495,72073
NZ_CP011977.1,655,2.972982385,218836
NZ_LR890258.1,585,2.999380747,70656
NZ_CP069948.1,599,3.027827628,85832
NZ_CP015131.1,902,3.064936045,142858
NZ_CP135683.1,785,3.158473877,103178
NZ_OW967967.1,207,3.243122366,107837
NZ_CP103591.1,174,3.281446841,82743
NZ_CP044111.1,566,3.298125718,490750
NZ_CP085059.1,699,3.325830263,85542
NZ_CP050717.1,718,3.365983511,90315
NZ_CP050713.1,709,3.809924921,106652
NZ_LR898870.1,701,3.901975877,75659
NZ_CP050724.1,746,4.078525151,115154
NZ_CP050707.1,679,4.181692292,108447
NZ_CP083875.1,705,4.313935218,170625
NZ_CP023471.1,738,4.437702674,81125
NZ_LR890501.1,608,4.845532068,161308
NZ_CP128960.1,651,5.056335812,74427
NZ_CP034056.1,668,6.51834842,89709
NZ_CP103481.1,719,6.769922454,114140
NZ_LR890504.1,585,16.12156731,70656
NZ_CP059687.1,1,0.241500816,27601
NZ_CP059685.1,12,0.980991515,58767
NZ_CP023145.1,88,0.243631148,87173
NZ_CP141094.1,110,0.309469914,72337
NZ_CP061109.1,119,0.398028249,112598
NZ_CP067236.1,157,0.542668806,122982
NZ_CP075667.1,65,0.767453022,48758
NZ_OW968289.1,133,0.826280434,130092
NZ_CP044043.1,84,1.172711506,72634
NZ_LR890411.1,33,1.778316388,52208
NZ_CP103523.1,131,2.108814358,82867
NZ_CP103534.1,125,2.457868064,105260
NZ_CP135509.1,46,2.93773839,125751
NZ_CP048345.1,67,6.815270983,97111
NZ_CP053444.1,11,0.244019129,154225
NZ_CP125643.1,89,0.50690357,446819
NZ_CP048285.1,61,0.519850118,214191
NZ_CP098802.1,211,0.560408329,371918
NZ_CP125636.1,56,0.749956698,463472
NZ_CP125650.1,52,0.808737468,422655
NZ_CP064932.1,74,1.077284221,446029
NZ_CP064694.1,173,1.235801343,620352
NZ_CP007048.1,163,1.369086471,341391
NZ_CP103696.1,199,0.867448151,114012
NZ_CP103659.1,199,0.959450704,109579
NZ_CP017931.1,199,1.043448083,111395
NZ_CP011594.1,199,1.141866127,111395
NZ_CP011616.1,200,1.477524925,117623
NZ_AP024223.1,8,0.246885996,81692
NZ_CP087601.1,22,0.4611874,109261
NZ_AP024211.1,10,0.484797016,81705
NZ_CP065704.1,9,0.532267273,72776
NZ_CP065734.1,7,1.097933604,84291
NZ_CP043526.1,14,1.240653186,64897
NZ_CP059050.1,41,1.536656022,80301
NZ_CP031540.1,7,1.726579769,60216
NZ_CP129293.1,10,2.316876693,86809
NZ_CP066279.1,32,0.254136665,90793
NZ_CP099218.1,90,0.429062327,217792
NZ_CP118213.1,16,0.466833781,166629
NZ_CP056322.1,230,0.596948285,283955
NZ_CP055911.1,230,0.632347985,278989
NZ_CP056285.1,230,0.6726296,284741
NZ_CP056220.1,144,0.706940096,287128
NZ_CP056862.1,230,0.804456913,281677
NZ_CP030224.1,95,0.845330914,247246
NZ_CP056509.1,230,0.915273077,281672
NZ_CP086376.1,211,0.931827007,160563
NZ_CP067275.1,86,0.941124428,197791
NZ_CP067312.1,408,0.951196878,293362
NZ_CP093261.1,50,0.994907437,102837
NZ_CP026058.1,228,1.064359242,326508
NZ_CP056623.1,153,1.126749112,312907
NZ_CP073008.1,382,1.156527613,330145
NZ_OW849528.1,50,1.180079442,205393
NZ_CP020056.1,235,1.182524165,136975
NZ_CP042535.1,100,1.313772517,306224
NZ_CP104841.1,183,1.361993619,318750
NZ_CP069519.1,208,1.369160167,128163
NZ_CP011611.1,270,1.389217698,243709
NZ_LR890183.1,186,1.446887473,126853
NZ_AP025154.1,201,1.687586751,150136
NZ_AP025157.1,203,1.762591352,150127
NZ_CP123564.1,17,1.780183304,135571
NZ_CP029436.1,360,1.876756937,447095
NZ_CP042536.1,216,2.054154607,140460
NZ_CP011054.1,127,2.202913844,205117
NZ_CP123526.1,19,2.388999475,140345
NZ_CP123547.1,17,3.390238204,137510
NZ_AP028131.1,99,4.28011205,103088
NZ_CP060001.1,37,0.254312501,94653
NZ_CP060000.1,42,0.377361593,137420
NZ_CP059054.1,28,0.732847032,54501
NZ_AP025664.1,171,0.838405926,59793
NZ_CP109695.1,231,0.920089247,48547
NZ_CP026425.1,64,0.934232766,39361
NZ_AP025659.1,171,0.985746216,59793
NZ_CP017011.1,179,1.26119235,55944
NZ_CP059993.1,55,1.271980052,99130
NZ_CP060003.1,43,1.319243327,63921
NZ_CP041229.1,72,1.363008551,45460
NZ_AP024517.1,75,1.387802999,41389
NZ_LR828255.1,216,1.474112886,45954
NZ_CM002265.1,70,1.885289316,49044
NZ_CP026127.1,64,1.99888621,39359
NZ_CP040603.1,274,2.027522394,25634
NZ_AP023412.1,21,2.233430933,25755
NZ_CP016879.1,54,2.282328959,75655
NZ_CP046490.1,274,2.294871295,25652
NZ_CP070925.1,246,2.306051983,50323
NZ_CP046492.1,84,2.428281439,33695
NZ_CP100554.1,47,2.449821927,83915
NZ_AP023429.1,284,2.487921019,48997
NZ_LR828259.1,172,2.728845544,47063
NZ_CP090646.1,46,2.940645969,76682
NZ_CM002269.1,16,2.975758401,24285
NZ_CP032278.1,62,3.05337703,49649
NZ_CP046480.1,274,3.120712768,25634
NZ_CP096228.1,31,3.162512226,34102
NZ_CP027532.1,62,3.542111916,41087
NZ_CP077844.1,141,3.569351653,38952
NZ_CP047969.1,138,3.655625313,41439
NZ_CP101720.1,86,3.718567653,39798
NZ_CP096229.1,55,3.767421426,64942
NZ_CP086117.1,145,4.107514102,35182
NZ_CM002262.1,120,4.924962536,34378
NZ_CP031709.1,112,5.414776198,38671
NZ_OX359176.1,373,0.25458956,141822
NZ_CP056151.1,350,0.403563159,201629
NZ_CP097420.1,450,0.420901542,143352
NZ_CP029143.1,433,0.433462863,134879
NZ_CP084824.1,205,0.435506574,206626
NZ_CP084769.1,586,0.439039206,379802
NZ_CP084805.1,502,0.443989846,195131
NZ_CP102894.1,139,0.458367276,184774
NZ_CP102879.1,107,0.484941295,101383
NZ_CP057148.1,384,0.48585209,252642
NZ_CP041389.1,396,0.487206331,125809
NZ_CP084861.1,646,0.496491876,226445
NZ_CP102870.1,375,0.49916344,257713
NZ_CP084844.1,256,0.503971151,155131
NZ_CP124122.1,377,0.506430942,137276
NZ_CP118399.1,457,0.508405274,136334
NZ_CP043854.1,468,0.508519141,166898
NZ_CP089384.1,492,0.512900555,243534
NZ_OV754011.1,539,0.520466092,205645
NZ_CP084872.1,717,0.527736781,153259
NZ_CP051385.1,339,0.547237924,111658
NZ_CP117225.1,368,0.554810849,117755
NZ_CP021958.1,275,0.573739697,128920
NZ_CP084784.1,525,0.583246272,195396
NZ_CP065168.1,472,0.588313919,236645
NZ_CP067256.1,585,0.58999704,172022
NZ_CP084790.1,680,0.591847851,205084
NZ_CP055986.1,587,0.597618001,206301
NZ_CP102885.1,107,0.599035656,101130
NZ_CP027152.1,566,0.612153002,208849
NZ_CP109740.1,673,0.612351476,133721
NZ_CP056137.1,347,0.625461222,222341
NZ_CP084780.1,548,0.632078989,239503
NZ_CP141746.1,402,0.633529657,143710
NZ_CP023442.1,383,0.635533579,186410
NZ_CP065164.1,492,0.6382393,243621
NZ_CP135451.1,226,0.649027978,255430
NZ_CP097647.1,295,0.66227181,181209
NZ_CP135455.1,588,0.663606854,175879
NZ_CP065842.1,552,0.676561954,399394
NZ_CP061833.1,704,0.678544,193300
NZ_OV753988.1,530,0.688044576,205644
NZ_CP026049.1,546,0.705632955,206855
NZ_CP077212.1,571,0.706857895,199566
NZ_CP056879.1,510,0.722035963,199477
NZ_CP075592.1,594,0.723441375,182204
NZ_CP056149.1,329,0.724927162,142158
NZ_CP020499.1,501,0.731283266,178294
NZ_CP056712.1,465,0.73418808,240613
NZ_CP069875.1,384,0.742926234,141542
NZ_CP103606.1,386,0.747790038,135203
NZ_CP056201.1,375,0.757897671,261415
NZ_CP100522.1,490,0.763561216,218782
NZ_CP056721.1,421,0.765718363,118204
NZ_CP084807.1,643,0.770488592,283582
NZ_CP104661.1,560,0.774563884,186135
NZ_CP073077.1,179,0.782067826,204698
NZ_CP056373.1,419,0.782761808,193688
NZ_CP084853.1,404,0.792897021,196349
NZ_CP056748.1,362,0.79384082,96779
NZ_CP109755.1,507,0.794353594,197426
NZ_CP056298.1,400,0.797122781,131105
NZ_CP056169.1,478,0.810278914,197969
NZ_CP103622.1,619,0.812897695,243762
NZ_CP056855.1,506,0.814979108,188591
NZ_OX337253.1,555,0.816492916,240519
NZ_CP029136.1,503,0.817945129,190416
NZ_CP051442.1,701,0.823062094,329983
NZ_CP110954.1,361,0.823636456,93546
NZ_CP065173.1,469,0.83394501,228345
NZ_CP056568.1,323,0.835811426,202470
NZ_CP069964.1,469,0.839846197,232943
NZ_CP136942.1,473,0.842537079,163799
NZ_CP058192.1,383,0.848057396,141272
NZ_CP087646.1,502,0.855023614,273290
NZ_CP027037.1,626,0.858495923,187670
NZ_CP069846.1,345,0.867763159,241224
NZ_CP055996.1,302,0.868117977,106314
NZ_CP065832.1,483,0.868964866,202315
NZ_CP058362.1,540,0.877368445,191595
NZ_CP065826.1,454,0.886383982,213019
NZ_CP103561.1,374,0.887244068,151342
NZ_CP103677.1,605,0.894013522,207376
NZ_CP058359.1,628,0.894198746,161606
NZ_CP104679.1,407,0.894760716,210059
NZ_CP087619.1,515,0.909808768,209653
NZ_CP058158.1,394,0.914101855,113610
NZ_CP055992.1,406,0.928401613,194765
NZ_CP024537.1,550,0.93569091,147932
NZ_CP056683.1,330,0.941250843,219226
NZ_CP103568.1,414,0.950560712,149523
NZ_CP058181.1,386,0.956423092,133995
NZ_CP056884.1,513,0.967552804,198658
NZ_CP020903.1,558,0.974019902,200365
NZ_LR890385.1,492,0.976809046,244759
NZ_OV753993.1,539,0.977283409,205650
NZ_CP008907.1,386,0.979429871,111227
NZ_CP024558.1,550,0.98448208,147945
NZ_CP056433.1,355,0.985312775,206782
NZ_CP114157.1,237,0.988280313,173797
NZ_CP055398.1,233,0.990551044,138644
NZ_CP070021.1,562,0.990812033,176321
NZ_CP056761.1,348,0.99433069,156264
NZ_CP103688.1,594,1.009771435,183966
NZ_CP056831.1,384,1.011265849,152250
NZ_CP082786.1,200,1.01463202,194684
NZ_CP029724.1,625,1.016165924,178561
NZ_CP028995.1,626,1.018703676,152176
NZ_CP069863.1,334,1.019781342,204513
NZ_CP097412.1,470,1.027649742,223898
NZ_CP056456.1,380,1.028068415,111966
NZ_CP065847.1,375,1.032118407,223863
NZ_CP103700.1,565,1.033663512,224357
NZ_CP114161.1,377,1.036718525,175750
NZ_CP103619.1,602,1.03775682,218258
NZ_CP034362.1,350,1.044549741,120023
NZ_CP072950.1,485,1.05181247,235674
NZ_CP103730.1,495,1.053778975,262225
NZ_OW969634.1,743,1.054052212,191161
NZ_LR890396.1,618,1.05451355,227214
NZ_OW970446.1,221,1.056546231,96925
NZ_CP070108.1,458,1.059958409,173599
NZ_CP031811.1,504,1.064609319,169460
NZ_LR890370.1,489,1.065649637,234772
NZ_CP069995.1,393,1.066996158,181659
NZ_CP023947.1,392,1.070697452,153385
NZ_CP028954.1,631,1.070750257,214704
NZ_CP103698.1,481,1.071568564,172383
NZ_CP097416.1,470,1.072309599,223898
NZ_CP124825.1,408,1.076481797,160770
NZ_CP110963.1,490,1.079612663,203817
NZ_LR890292.1,396,1.08208669,133165
NZ_OW849471.1,582,1.083415383,209598
NZ_CP021166.1,636,1.086049351,177145
NZ_CP032173.1,393,1.091222345,153522
NZ_CP023879.1,479,1.092861057,196943
NZ_CP056522.1,340,1.096009178,113797
NZ_CP117731.1,591,1.097028631,204852
NZ_CP058113.1,348,1.097642538,156264
NZ_LR890324.1,400,1.102475163,138469
NZ_CP124805.1,465,1.1032319,174299
NZ_LR890203.1,499,1.108026562,237123
NZ_CP136408.1,74,1.112303224,108797
NZ_CP056192.1,590,1.112925628,246880
NZ_CP114150.1,369,1.113494156,186939
NZ_CP036443.1,457,1.116188488,207854
NZ_CP024572.1,550,1.120693372,147932
NZ_CP056386.1,588,1.122482663,252882
NZ_CP056553.1,434,1.12349043,163659
NZ_CP110958.1,490,1.126136216,203817
NZ_CP023953.1,608,1.128690169,197671
NZ_CP087273.1,365,1.133631244,117755
